Ligand_Name,Site_Number,With_Or_Without_Water,RMSD Value
Baicalin,Site3d,With_Water,0
Baicalin,Site3d,With_Water,0.27245596
Baicalin,Site3d,With_Water,0.21449597
Baicalin,Site3d,With_Water,0.206338
Baicalin,Site3d,Without_Water,0
Baicalin,Site3d,Without_Water,0.14430228
Baicalin,Site3d,Without_Water,0.23429385
Baicalin,Site3d,Without_Water,0.30123326
Baicalin,Site3m,With_Water,0
Baicalin,Site3m,With_Water,0.103456005
Baicalin,Site3m,With_Water,0.19295916
Baicalin,Site3m,With_Water,0.14976971
Baicalin,Site3m,Without_Water,0
Baicalin,Site3m,Without_Water,0.09513834
Baicalin,Site3m,Without_Water,0.13667461
Baicalin,Site3m,Without_Water,0.10084981
NHC,Site1,Without_Water,0.000124024
NHC,Site1,Without_Water,0.09643508
NHC,Site1,Without_Water,0.121186376
NHC,Site1,Without_Water,0.12253948
DAR,Site1,With_Water,0
DAR,Site1,With_Water,0.3860815
DAR,Site1,With_Water,0.2921551
DAR,Site1,With_Water,0.42405504
DAR,Site1,Without_Water,0.000215687
DAR,Site1,Without_Water,0.42305556
DAR,Site1,Without_Water,0.43518126
DAR,Site1,Without_Water,0.31897047
DAR,Site2,With_Water,0
DAR,Site2,With_Water,0.40839761
DAR,Site2,With_Water,0.4830818
DAR,Site2,With_Water,0.29268944
DAR,Site2,Without_Water,0.000305027
DAR,Site2,Without_Water,0.4945657
DAR,Site2,Without_Water,0.42475533
DAR,Site2,Without_Water,0.40178674
DAR,Site3d,With_Water,0
DAR,Site3d,With_Water,0.43685055
DAR,Site3d,With_Water,0.3834835
DAR,Site3d,With_Water,0.2725296
DAR,Site3d,Without_Water,0.000305027
DAR,Site3d,Without_Water,0.4440735
DAR,Site3d,Without_Water,0.452465
DAR,Site3d,Without_Water,0.42592883
DAR,Site3m,With_Water,0
DAR,Site3m,With_Water,0.44591314
DAR,Site3m,With_Water,0.40482783
DAR,Site3m,With_Water,0.35016057
DAR,Site3m,Without_Water,0.000305027
DAR,Site3m,Without_Water,0.24122979
DAR,Site3m,Without_Water,0.3952235
DAR,Site3m,Without_Water,0.45989814
Forsythoside,Site1,With_Water,0
Forsythoside,Site1,With_Water,0.33884475
Forsythoside,Site1,With_Water,0.09381643
Forsythoside,Site1,With_Water,0.11057464
Forsythoside,Site1,Without_Water,0
Forsythoside,Site1,Without_Water,0.11147366
Forsythoside,Site1,Without_Water,0.102097385
Forsythoside,Site1,Without_Water,0.2746455
Forsythoside,Site2,With_Water,0.000175396
Forsythoside,Site2,With_Water,0.28212032
Forsythoside,Site2,With_Water,0.2513075
Forsythoside,Site2,With_Water,0.5597918
Forsythoside,Site2,Without_Water,0
Forsythoside,Site2,Without_Water,0.14169832
Forsythoside,Site2,Without_Water,0.27091077
Forsythoside,Site2,Without_Water,0.5320037
Forsythoside,Site3d,With_Water,0
Forsythoside,Site3d,With_Water,0.24939846
Forsythoside,Site3d,With_Water,0.1547144
Forsythoside,Site3d,With_Water,0.22368295
Forsythoside,Site3d,Without_Water,0
Forsythoside,Site3d,Without_Water,0.27531397
Forsythoside,Site3d,Without_Water,0.24341254
Forsythoside,Site3d,Without_Water,0.24673714
Forsythoside,Site3m,Without_Water,0
Forsythoside,Site3m,Without_Water,0.23460682
Forsythoside,Site3m,Without_Water,0.26060116
Forsythoside,Site3m,Without_Water,0.2579243
Wogonin,Site1,With_Water,0
Wogonin,Site1,With_Water,0.036183964
Wogonin,Site1,With_Water,0.12380398
Wogonin,Site1,With_Water,0.12711532
Wogonin,Site1,Without_Water,0
Wogonin,Site1,Without_Water,0.16562645
Wogonin,Site1,Without_Water,0.13357125
Wogonin,Site1,Without_Water,0.16728742
Wogonin,Site2,With_Water,0
Wogonin,Site2,With_Water,0.18625373
Wogonin,Site2,With_Water,0.10674665
Wogonin,Site2,With_Water,0.10952432
Wogonin,Site2,Without_Water,0
Wogonin,Site2,Without_Water,0.09685395
Wogonin,Site2,Without_Water,0.11163026
Wogonin,Site2,Without_Water,0.17082427
Wogonin,Site3d,With_Water,0
Wogonin,Site3d,With_Water,0.16773416
Wogonin,Site3d,With_Water,0.16591689
Wogonin,Site3d,With_Water,0.12017143
Wogonin,Site3d,Without_Water,0.000169998
Wogonin,Site3d,Without_Water,0.18407173
Wogonin,Site3d,Without_Water,0.14808644
Wogonin,Site3d,Without_Water,0.14797273
Wogonin,Site3m,With_Water,0.000169998
Wogonin,Site3m,With_Water,0.10645427
Wogonin,Site3m,With_Water,0.14122881
Wogonin,Site3m,With_Water,0.09373243
Wogonin,Site3m,Without_Water,0
Wogonin,Site3m,Without_Water,0.09040251
Wogonin,Site3m,Without_Water,0.08461242
Wogonin,Site3m,Without_Water,0.017753167
Wogonoside,Site1,With_Water,0
Wogonoside,Site1,With_Water,0.21604776
Wogonoside,Site1,With_Water,0.17207475
Wogonoside,Site1,With_Water,0.16522686
Wogonoside,Site1,Without_Water,0.00019152
Wogonoside,Site1,Without_Water,0.11298686
Wogonoside,Site1,Without_Water,0.14239484
Wogonoside,Site1,Without_Water,0.13936211
Wogonoside,Site2,With_Water,0
Wogonoside,Site2,With_Water,0.24776123
Wogonoside,Site2,With_Water,0.24053924
Wogonoside,Site2,With_Water,0.28934082
Wogonoside,Site2,Without_Water,0
Wogonoside,Site2,Without_Water,0.08855709
Wogonoside,Site2,Without_Water,0.25355563
Wogonoside,Site2,Without_Water,0.23494655
Wogonoside,Site3m,With_Water,0
Wogonoside,Site3m,With_Water,0.09546136
Wogonoside,Site3m,With_Water,0.1030511
Wogonoside,Site3m,With_Water,0.11859676
Wogonoside,Site3m,Without_Water,0
Wogonoside,Site3m,Without_Water,0.04477589
Wogonoside,Site3m,Without_Water,0.24614389
Wogonoside,Site3m,Without_Water,0.0980949
