Ligand_Name,Site_Number,With_Or_Without_Water,RMSD Value
Fisetin,Site2,With_Water,0.4466695
Fisetin,Site2,Without_Water,0
Fisetin,Site2,Without_Water,0.14702317
Fisetin,Site2,Without_Water,0.44913638
Fisetin,Site2,Without_Water,0.44877067
Fisetin,Site3d,With_Water,0
Fisetin,Site3d,With_Water,0.16727789
Fisetin,Site3d,With_Water,0.4453574
Fisetin,Site3d,With_Water,0.43017644
Fisetin,Site3d,Without_Water,0
Fisetin,Site3d,Without_Water,0.05505769
Fisetin,Site3d,Without_Water,0.4484813
Fisetin,Site3d,Without_Water,0.44953305
Fisetin,Site3m,Without_Water,0
Fisetin,Site3m,Without_Water,0.05504591
Fisetin,Site3m,Without_Water,0.44860768
Fisetin,Site3m,Without_Water,0.456666
Hyperoside,Site1,Without_Water,0
Hyperoside,Site1,Without_Water,0.056800764
Hyperoside,Site1,Without_Water,0.13623233
Hyperoside,Site1,Without_Water,0.12773271
Hyperoside,Site2,With_Water,0
Hyperoside,Site2,With_Water,0.045145527
Hyperoside,Site2,With_Water,0.05154864
Hyperoside,Site2,With_Water,0.04566396
Hyperoside,Site2,Without_Water,0
Hyperoside,Site2,Without_Water,0.10167432
Hyperoside,Site2,Without_Water,0.09659605
Hyperoside,Site2,Without_Water,0.10318805
Hyperoside,Site3d,With_Water,0
Hyperoside,Site3d,With_Water,0.05093515
Hyperoside,Site3d,With_Water,0.048845273
Hyperoside,Site3d,With_Water,0.055101063
Hyperoside,Site3d,Without_Water,0
Hyperoside,Site3d,Without_Water,0.14619406
Hyperoside,Site3d,Without_Water,0.1445677
Hyperoside,Site3d,Without_Water,0.14580046
Hyperoside,Site3m,With_Water,0.000152513
Hyperoside,Site3m,With_Water,0.054900177
Hyperoside,Site3m,With_Water,0.04015595
Hyperoside,Site3m,With_Water,0.044558205
Hyperoside,Site3m,Without_Water,0
Hyperoside,Site3m,Without_Water,0.054075856
Hyperoside,Site3m,Without_Water,0.06075589
Hyperoside,Site3m,Without_Water,0.048140403
Nelfinavir,Site1,With_Water,0.000205877
Nelfinavir,Site1,With_Water,0.30672896
Nelfinavir,Site1,With_Water,0.40636098
Nelfinavir,Site1,With_Water,0.3052939
Nelfinavir,Site1,Without_Water,0
Nelfinavir,Site1,Without_Water,0.21896681
Nelfinavir,Site1,Without_Water,0.10095744
Nelfinavir,Site1,Without_Water,0.21040212
Nelfinavir,Site2,With_Water,0
Nelfinavir,Site2,With_Water,0.17397387
Nelfinavir,Site2,With_Water,0.15603174
Nelfinavir,Site2,With_Water,0.15164421
Nelfinavir,Site2,Without_Water,0
Nelfinavir,Site2,Without_Water,0.36554688
Nelfinavir,Site2,Without_Water,0.23812582
Nelfinavir,Site2,Without_Water,0.18731047
Nelfinavir,Site3d,With_Water,0
Nelfinavir,Site3d,With_Water,0.17041232
Nelfinavir,Site3d,With_Water,0.2974147
Nelfinavir,Site3d,With_Water,0.14438249
Nelfinavir,Site3d,Without_Water,0
Nelfinavir,Site3d,Without_Water,0.14265896
Nelfinavir,Site3d,Without_Water,0.15297124
Nelfinavir,Site3d,Without_Water,0.15893139
Nelfinavir,Site3m,With_Water,0
Nelfinavir,Site3m,With_Water,0.3305462
Nelfinavir,Site3m,With_Water,0.26487076
Nelfinavir,Site3m,With_Water,0.4177914
Nelfinavir,Site3m,Without_Water,0.000205877
Nelfinavir,Site3m,Without_Water,0.015243275
Nelfinavir,Site3m,Without_Water,0.072741196
Nelfinavir,Site3m,Without_Water,0.29520464
Oroxylin_A,Site1,With_Water,0
Oroxylin_A,Site1,With_Water,0.049557853
Oroxylin_A,Site1,With_Water,0.04504539
Oroxylin_A,Site1,With_Water,0.010435778
Oroxylin_A,Site1,Without_Water,0
Oroxylin_A,Site1,Without_Water,0.02495204
Oroxylin_A,Site1,Without_Water,0.039426748
Oroxylin_A,Site1,Without_Water,0.038046177
Oroxylin_A,Site2,With_Water,0.000143986
Oroxylin_A,Site2,With_Water,0.10441458
Oroxylin_A,Site2,With_Water,0.10869267
Oroxylin_A,Site2,With_Water,0.11029697
Oroxylin_A,Site2,Without_Water,0.000143986
Oroxylin_A,Site2,Without_Water,0.03361178
Oroxylin_A,Site2,Without_Water,0.10805237
Oroxylin_A,Site2,Without_Water,0.10746693
Oroxylin_A,Site3d,With_Water,0.000249392
Oroxylin_A,Site3d,With_Water,0.10947911
Oroxylin_A,Site3d,With_Water,0.10709492
Oroxylin_A,Site3d,With_Water,0.036395505
Oroxylin_A,Site3d,Without_Water,0.000143986
Oroxylin_A,Site3d,Without_Water,0.010259465
Oroxylin_A,Site3d,Without_Water,0.03426813
Oroxylin_A,Site3d,Without_Water,0.044694234
Oroxylin_A,Site3m,With_Water,0
Oroxylin_A,Site3m,With_Water,0.035291918
Oroxylin_A,Site3m,With_Water,0.044366706
Oroxylin_A,Site3m,With_Water,0.04642101
Oroxylin_A,Site3m,Without_Water,0
Oroxylin_A,Site3m,Without_Water,0.032172155
Oroxylin_A,Site3m,Without_Water,0.02537674
Oroxylin_A,Site3m,Without_Water,0.03884162
Rhein,Site1,With_Water,0
Rhein,Site1,With_Water,0.037671886
Rhein,Site1,With_Water,0.033009622
Rhein,Site1,With_Water,0.024640594
Rhein,Site1,Without_Water,0
Rhein,Site1,Without_Water,0.0426671
Rhein,Site1,Without_Water,0.07586752
Rhein,Site1,Without_Water,0.07464269
Rhein,Site2,With_Water,0
Rhein,Site2,With_Water,0.03615805
Rhein,Site2,With_Water,0.051033948
Rhein,Site2,With_Water,0.03347983
Rhein,Site2,Without_Water,0
Rhein,Site2,Without_Water,0.012047617
Rhein,Site2,Without_Water,0.03320094
Rhein,Site2,Without_Water,0.04780995
Rhein,Site3d,With_Water,0
Rhein,Site3d,With_Water,0.024963252
Rhein,Site3d,With_Water,0.040751424
Rhein,Site3d,With_Water,0.04953965
Rhein,Site3d,Without_Water,0
Rhein,Site3d,Without_Water,0.03535472
Rhein,Site3d,Without_Water,0.03543877
Rhein,Site3d,Without_Water,0.021380873
Rhein,Site3m,With_Water,0
Rhein,Site3m,With_Water,0.06389796
Rhein,Site3m,With_Water,0.025485165
Rhein,Site3m,With_Water,0.035042845
Rhein,Site3m,Without_Water,0
Rhein,Site3m,Without_Water,0.04422536
Rhein,Site3m,Without_Water,0.044355955
Rhein,Site3m,Without_Water,0.03498274
Scutellarein,Site1,Without_Water,0
Scutellarein,Site1,Without_Water,0.014192111
Scutellarein,Site1,Without_Water,0.45196313
Scutellarein,Site1,Without_Water,0.44381878
Scutellarein,Site2,With_Water,0
Scutellarein,Site2,With_Water,0.107033834
Scutellarein,Site2,With_Water,0.45039365
Scutellarein,Site2,With_Water,0.44065776
Scutellarein,Site2,Without_Water,0
Scutellarein,Site2,Without_Water,0.10371719
Scutellarein,Site2,Without_Water,0.4572357
Scutellarein,Site2,Without_Water,0.452876
Scutellarein,Site3d,With_Water,0
Scutellarein,Site3d,With_Water,0.10488245
Scutellarein,Site3d,With_Water,0.4403449
Scutellarein,Site3d,With_Water,0.43709064
Scutellarein,Site3d,Without_Water,0
Scutellarein,Site3d,Without_Water,0.03907861
Scutellarein,Site3d,Without_Water,0.4505637
Scutellarein,Site3d,Without_Water,0.44744995
Scutellarein,Site3m,With_Water,0
Scutellarein,Site3m,With_Water,0.05250202
Scutellarein,Site3m,With_Water,0.453711
Scutellarein,Site3m,With_Water,0.45177433
Scutellarein,Site3m,Without_Water,0
Scutellarein,Site3m,Without_Water,0.051061425
Scutellarein,Site3m,Without_Water,0.44977713
Scutellarein,Site3m,Without_Water,0.44953224
Theaflavin_Digallate,Site1,With_Water,0
Theaflavin_Digallate,Site1,With_Water,0.05206571
Theaflavin_Digallate,Site1,With_Water,0.11059155
Theaflavin_Digallate,Site1,With_Water,0.1088179
Theaflavin_Digallate,Site1,Without_Water,0
Theaflavin_Digallate,Site1,Without_Water,0.053465348
Theaflavin_Digallate,Site1,Without_Water,0.055505533
Theaflavin_Digallate,Site1,Without_Water,0.048789438
Theaflavin_Digallate,Site2,With_Water,0
Theaflavin_Digallate,Site2,With_Water,0.03251111
Theaflavin_Digallate,Site2,With_Water,0.024761101
Theaflavin_Digallate,Site2,With_Water,0.023442853
Theaflavin_Digallate,Site2,Without_Water,0
Theaflavin_Digallate,Site2,Without_Water,0.024347153
Theaflavin_Digallate,Site2,Without_Water,0.024778327
Theaflavin_Digallate,Site2,Without_Water,0.024577986
Theaflavin_Digallate,Site3d,With_Water,0
Theaflavin_Digallate,Site3d,With_Water,0.023753397
Theaflavin_Digallate,Site3d,With_Water,0.029902257
Theaflavin_Digallate,Site3d,With_Water,0.032685872
Theaflavin_Digallate,Site3d,Without_Water,0.000224039
Theaflavin_Digallate,Site3d,Without_Water,0.028480258
Theaflavin_Digallate,Site3d,Without_Water,0.0272969
Theaflavin_Digallate,Site3d,Without_Water,0.02545775
Theaflavin_Digallate,Site3m,With_Water,0
Theaflavin_Digallate,Site3m,With_Water,0.022663383
Theaflavin_Digallate,Site3m,With_Water,0.03116556
Theaflavin_Digallate,Site3m,With_Water,0.02627852
Theaflavin_Digallate,Site3m,Without_Water,0.000224039
Theaflavin_Digallate,Site3m,Without_Water,0.026300477
Theaflavin_Digallate,Site3m,Without_Water,0.024236608
Theaflavin_Digallate,Site3m,Without_Water,0.028680466
Beta,Site1,Without_Water,0
Beta,Site1,Without_Water,0.120828
Beta,Site1,Without_Water,0.075760596
Beta,Site1,Without_Water,0.06860852
Beta,Site2,With_Water,0
Beta,Site2,With_Water,0.06463028
Beta,Site2,With_Water,0.055205174
Beta,Site2,With_Water,0.053452667
Beta,Site2,Without_Water,0.000143986
Beta,Site2,Without_Water,0.08956664
Beta,Site2,Without_Water,0.04758785
Beta,Site2,Without_Water,0.098977245
Beta,Site3d,With_Water,0
Beta,Site3d,With_Water,0.043623805
Beta,Site3d,With_Water,0.0973819
Beta,Site3d,With_Water,0.047939867
Beta,Site3d,Without_Water,0
Beta,Site3d,Without_Water,0.09695817
Beta,Site3d,Without_Water,0.09268837
Beta,Site3d,Without_Water,0.054927133
Beta,Site3m,With_Water,0
Beta,Site3m,With_Water,0.048384964
Beta,Site3m,With_Water,0.035495467
Beta,Site3m,With_Water,0.10381222
Beta,Site3m,Without_Water,0
Beta,Site3m,Without_Water,0.036235943
Beta,Site3m,Without_Water,0.04006805
Beta,Site3m,Without_Water,0.05909826
DAR_DIR,Site1,With_Water,0.000197295
DAR_DIR,Site1,With_Water,0.3391503
DAR_DIR,Site1,With_Water,0.55360055
DAR_DIR,Site1,With_Water,0.43476623
DAR_DIR,Site1,Without_Water,0
DAR_DIR,Site1,Without_Water,0.3998534
DAR_DIR,Site1,Without_Water,0.36305627
DAR_DIR,Site1,Without_Water,0.38212267
DAR_DIR,Site2,With_Water,0
DAR_DIR,Site2,With_Water,0.3192264
DAR_DIR,Site2,With_Water,0.39629304
DAR_DIR,Site2,With_Water,0.34919393
DAR_DIR,Site2,Without_Water,0.000197295
DAR_DIR,Site2,Without_Water,0.3601452
DAR_DIR,Site2,Without_Water,0.3286738
DAR_DIR,Site2,Without_Water,0.2501506
DAR_DIR,Site3d,With_Water,0
DAR_DIR,Site3d,With_Water,0.16351506
DAR_DIR,Site3d,With_Water,0.27964482
DAR_DIR,Site3d,With_Water,0.24240752
DAR_DIR,Site3d,Without_Water,0
DAR_DIR,Site3d,Without_Water,0.29890034
DAR_DIR,Site3d,Without_Water,0.41582668
DAR_DIR,Site3d,Without_Water,0.12768947
DAR_DIR,Site3m,With_Water,0
DAR_DIR,Site3m,With_Water,0.3937687
DAR_DIR,Site3m,With_Water,0.08382247
DAR_DIR,Site3m,With_Water,0.39316973
DAR_DIR,Site3m,Without_Water,0
DAR_DIR,Site3m,Without_Water,0.02730101
DAR_DIR,Site3m,Without_Water,0.03992296
DAR_DIR,Site3m,Without_Water,0.03620465
Diammonium,Site1,Without_Water,0.000173998
Diammonium,Site1,Without_Water,0.04613414
Diammonium,Site1,Without_Water,0.050252054
Diammonium,Site1,Without_Water,0.053226676
Diammonium,Site2,With_Water,0.000173998
Diammonium,Site2,With_Water,0.03890796
Diammonium,Site2,With_Water,0.04019735
Diammonium,Site2,With_Water,0.041925624
Diammonium,Site2,Without_Water,0
Diammonium,Site2,Without_Water,0.039050873
Diammonium,Site2,Without_Water,0.047168277
Diammonium,Site2,Without_Water,0.040611718
Diammonium,Site3d,With_Water,0
Diammonium,Site3d,With_Water,0.01670292
Diammonium,Site3d,With_Water,0.039953336
Diammonium,Site3d,With_Water,0.03891574
Diammonium,Site3d,Without_Water,0.000173998
Diammonium,Site3d,Without_Water,0.03361319
Diammonium,Site3d,Without_Water,0.05038833
Diammonium,Site3d,Without_Water,0.032489244
Diammonium,Site3m,With_Water,0
Diammonium,Site3m,With_Water,0.04889102
Diammonium,Site3m,With_Water,0.04377914
Diammonium,Site3m,With_Water,0.039417792
Diammonium,Site3m,Without_Water,0
Diammonium,Site3m,Without_Water,0.030767685
Diammonium,Site3m,Without_Water,0.044811886
Diammonium,Site3m,Without_Water,0.038950346
Forsythoside_E,Site1,With_Water,0
Forsythoside_E,Site1,With_Water,0.087777704
Forsythoside_E,Site1,With_Water,0.1148956
Forsythoside_E,Site1,With_Water,0.087777704
Forsythoside_E,Site2,With_Water,0
Forsythoside_E,Site2,With_Water,0.32571968
Forsythoside_E,Site2,With_Water,0.13026609
Forsythoside_E,Site2,With_Water,0.32789183
Forsythoside_E,Site2,Without_Water,0
Forsythoside_E,Site2,Without_Water,0.31114507
Forsythoside_E,Site2,Without_Water,0.32058236
Forsythoside_E,Site2,Without_Water,0.06472407
Forsythoside_E,Site3d,With_Water,0
Forsythoside_E,Site3d,With_Water,0.17491636
Forsythoside_E,Site3d,With_Water,0.3972506
Forsythoside_E,Site3d,With_Water,0.26754114
Forsythoside_E,Site3d,Without_Water,0
Forsythoside_E,Site3d,Without_Water,0.24455765
Forsythoside_E,Site3d,Without_Water,0.091134265
Forsythoside_E,Site3d,Without_Water,0.25796348
Forsythoside_E,Site3m,With_Water,0
Forsythoside_E,Site3m,With_Water,0.047088645
Forsythoside_E,Site3m,With_Water,0.057041615
Forsythoside_E,Site3m,With_Water,0.08020248
Forsythoside_E,Site3m,Without_Water,0.000308816
Forsythoside_E,Site3m,Without_Water,0.06252784
Forsythoside_E,Site3m,Without_Water,0.12908775
Forsythoside_E,Site3m,Without_Water,0.07187394
Wogonin,Site1,With_Water,0
Wogonin,Site1,With_Water,0.10447532
Wogonin,Site1,With_Water,0.02847108
Wogonin,Site1,With_Water,0.10447532
Wogonin,Site1,Without_Water,0
Wogonin,Site1,Without_Water,0.106040396
Wogonin,Site1,Without_Water,0.054661904
Wogonin,Site1,Without_Water,0.111717865
Wogonin,Site2,With_Water,0
Wogonin,Site2,With_Water,0.031921145
Wogonin,Site2,With_Water,0.10722087
Wogonin,Site2,With_Water,0.017394353
Wogonin,Site2,Without_Water,0
Wogonin,Site2,Without_Water,0.038802367
Wogonin,Site2,Without_Water,0.10118098
Wogonin,Site2,Without_Water,0.10330592
Wogonin,Site3d,With_Water,0
Wogonin,Site3d,With_Water,0.019646611
Wogonin,Site3d,With_Water,0.104815684
Wogonin,Site3d,With_Water,0.111818306
Wogonin,Site3d,Without_Water,0
Wogonin,Site3d,Without_Water,0.10816083
Wogonin,Site3d,Without_Water,0.01873593
Wogonin,Site3d,Without_Water,0.03081542
Wogonin,Site3m,With_Water,0.000143986
Wogonin,Site3m,With_Water,0.035434965
Wogonin,Site3m,With_Water,0.046350613
Wogonin,Site3m,With_Water,0.015000856
Wogonin,Site3m,Without_Water,0
Wogonin,Site3m,Without_Water,0.11099382
Wogonin,Site3m,Without_Water,0.10277131
Wogonin,Site3m,Without_Water,0.11211799
Wogonoside,Site1,With_Water,0
Wogonoside,Site1,With_Water,0.1525344
Wogonoside,Site1,With_Water,0.08717499
Wogonoside,Site1,With_Water,0.1525344
Wogonoside,Site1,Without_Water,0
Wogonoside,Site1,Without_Water,0.101564355
Wogonoside,Site1,Without_Water,0.309284
Wogonoside,Site1,Without_Water,0.3060808
Wogonoside,Site2,With_Water,0
Wogonoside,Site2,With_Water,0.04142719
Wogonoside,Site2,With_Water,0.035576344
Wogonoside,Site2,With_Water,0.045141455
Wogonoside,Site2,Without_Water,0.000224039
Wogonoside,Site2,Without_Water,0.07842894
Wogonoside,Site2,Without_Water,0.10833753
Wogonoside,Site2,Without_Water,0.11354723
Wogonoside,Site3d,With_Water,0
Wogonoside,Site3d,With_Water,0.057905257
Wogonoside,Site3d,With_Water,0.07362973
Wogonoside,Site3d,With_Water,0.09294424
Wogonoside,Site3m,With_Water,0
Wogonoside,Site3m,With_Water,0.25886154
Wogonoside,Site3m,With_Water,0.039207432
Wogonoside,Site3m,With_Water,0.04051728
Amentoflavone,Site1,WW,0
Amentoflavone,Site1,WW,0.58718884
Amentoflavone,Site1,WW,0.08450437
Amentoflavone,Site1,WW,0.5925057
Amentoflavone,Site1,WOW,0
Amentoflavone,Site1,WOW,0.57535315
Amentoflavone,Site1,WOW,0.3340681
Amentoflavone,Site1,WOW,0.5812968
Amentoflavone,Site2,WW,0
Amentoflavone,Site2,WW,0.59676445
Amentoflavone,Site2,WW,0.04621444
Amentoflavone,Site2,WW,0.5991815
Amentoflavone,Site2,WOW,0
Amentoflavone,Site2,WOW,0.5894492
Amentoflavone,Site2,WOW,0.20971157
Amentoflavone,Site2,WOW,0.57895297
Amentoflavone,Site3d,WW,0
Amentoflavone,Site3d,WW,0.5773792
Amentoflavone,Site3d,WW,0.058938775
Amentoflavone,Site3d,WW,0.5779454
Amentoflavone,Site3d,WOW,0
Amentoflavone,Site3d,WOW,0.5851455
Amentoflavone,Site3d,WOW,0.08406703
Amentoflavone,Site3d,WOW,0.5818874
Amentoflavone,Site3m,WW,0
Amentoflavone,Site3m,WW,0.589369
Amentoflavone,Site3m,WW,0.045195643
Amentoflavone,Site3m,WW,0.559468
Amentoflavone,Site3m,WOW,0
Amentoflavone,Site3m,WOW,0.5584152
Amentoflavone,Site3m,WOW,0.041866597
Amentoflavone,Site3m,WOW,0.5514178
Apigenin,Site1,WW,0.000143986
Apigenin,Site1,WW,0.050363924
Apigenin,Site1,WW,0.046588853
Apigenin,Site1,WW,0.10791741
Apigenin,Site1,WOW,0.000249392
Apigenin,Site1,WOW,0.054075044
Apigenin,Site1,WOW,0.036684588
Apigenin,Site1,WOW,0.050565843
Apigenin,Site2,WW,0
Apigenin,Site2,WW,0.03167731
Apigenin,Site2,WW,0.035898525
Apigenin,Site2,WW,0.10590923
Apigenin,Site2,WOW,0
Apigenin,Site2,WOW,0.10843181
Apigenin,Site2,WOW,0.048262905
Apigenin,Site2,WOW,0.044157803
Apigenin,Site3d,WW,0
Apigenin,Site3d,WW,0.10515673
Apigenin,Site3d,WW,0.041705597
Apigenin,Site3d,WW,0.11660596
Apigenin,Site3d,WOW,0.000143986
Apigenin,Site3d,WOW,0.108270794
Apigenin,Site3d,WOW,0.042003296
Apigenin,Site3d,WOW,0.10649876
Apigenin,Site3m,WW,0
Apigenin,Site3m,WW,0.051381726
Apigenin,Site3m,WW,0.03774913
Apigenin,Site3m,WW,0.045956668
Apigenin,Site3m,WOW,0
Apigenin,Site3m,WOW,0.04343854
Apigenin,Site3m,WOW,0.04450108
Apigenin,Site3m,WOW,0.054604035
Hypericin,Site1,WW,0.000147222
Hypericin,Site1,WW,0.03904113
Hypericin,Site1,WW,0.05685013
Hypericin,Site1,WW,0.058756284
Hypericin,Site1,WOW,0
Hypericin,Site1,WOW,0.0484612
Hypericin,Site1,WOW,0.047406964
Hypericin,Site1,WOW,0.042532478
Hypericin,Site2,WW,0
Hypericin,Site2,WW,0.050019857
Hypericin,Site2,WW,0.043292128
Hypericin,Site2,WW,0.049471088
Hypericin,Site2,WOW,0
Hypericin,Site2,WOW,0.042765237
Hypericin,Site2,WOW,0.048730593
Hypericin,Site2,WOW,0.051475424
Scutellarein,Site1,WW,0
Scutellarein,Site1,WW,0.44672126
Scutellarein,Site1,WW,0.099263534
Scutellarein,Site1,WW,0.44160265
Scutellarein,Site1,WOW,0
Scutellarein,Site1,WOW,0.45196313
Scutellarein,Site1,WOW,0.014192111
Scutellarein,Site1,WOW,0.44381878
Scutellarein,Site2,WW,0
Scutellarein,Site2,WW,0.45039365
Scutellarein,Site2,WW,0.107033834
Scutellarein,Site2,WW,0.44065776
Scutellarein,Site2,WOW,0
Scutellarein,Site2,WOW,0.4572357
Scutellarein,Site2,WOW,0.10371719
Scutellarein,Site2,WOW,0.452876
Baricitinib,Site1,With_Water,0.00018794
Baricitinib,Site1,With_Water,0.13938184
Baricitinib,Site1,With_Water,0.13991451
Baricitinib,Site1,With_Water,0.2547915
Baricitinib,Site1,Without_Water,0
Baricitinib,Site1,Without_Water,0.16225605
Baricitinib,Site1,Without_Water,0.16188294
Baricitinib,Site1,Without_Water,0.17304553
Baricitinib,Site2,With_Water,0
Baricitinib,Site2,With_Water,0.19287547
Baricitinib,Site2,With_Water,0.07930225
Baricitinib,Site2,With_Water,0.08045064
Baricitinib,Site2,Without_Water,0.00018794
Baricitinib,Site2,Without_Water,0.07461413
Baricitinib,Site2,Without_Water,0.07418091
Baricitinib,Site2,Without_Water,0.011682525
Baricitinib,Site3d,With_Water,0
Baricitinib,Site3d,With_Water,0.088324584
Baricitinib,Site3d,With_Water,0.10754445
Baricitinib,Site3d,With_Water,0.11337163
Baricitinib,Site3d,Without_Water,0
Baricitinib,Site3d,Without_Water,0.031355504
Baricitinib,Site3d,Without_Water,0.21884568
Baricitinib,Site3d,Without_Water,0.177623
Baricitinib,Site3m,With_Water,0
Baricitinib,Site3m,With_Water,0.19925593
Baricitinib,Site3m,With_Water,0.011783375
Baricitinib,Site3m,With_Water,0.004717245
Baricitinib,Site3m,Without_Water,0
Baricitinib,Site3m,Without_Water,0.21257894
Baricitinib,Site3m,Without_Water,0.19683592
Baricitinib,Site3m,Without_Water,0.21872376
Berchemol,Site1,With_Water,0
Berchemol,Site1,With_Water,0.051079944
Berchemol,Site1,With_Water,0.047550704
Berchemol,Site1,With_Water,0.057691358
Berchemol,Site1,Without_Water,0
Berchemol,Site1,Without_Water,0.03235993
Berchemol,Site1,Without_Water,0.17065309
Berchemol,Site1,Without_Water,0.05966036
Berchemol,Site2,With_Water,0
Berchemol,Site2,With_Water,0.037650906
Berchemol,Site2,With_Water,0.20677388
Berchemol,Site2,With_Water,0.19603156
Berchemol,Site2,Without_Water,0
Berchemol,Site2,Without_Water,0.040131923
Berchemol,Site2,Without_Water,0.19371504
Berchemol,Site2,Without_Water,0.056404684
Berchemol,Site3d,With_Water,0
Berchemol,Site3d,With_Water,0.18874748
Berchemol,Site3d,With_Water,0.037276458
Berchemol,Site3d,With_Water,0.055543453
Berchemol,Site3d,Without_Water,0
Berchemol,Site3d,Without_Water,0.047608573
Berchemol,Site3d,Without_Water,0.034057964
Berchemol,Site3d,Without_Water,0.04556748
Berchemol,Site3m,With_Water,0.000175396
Berchemol,Site3m,With_Water,0.054986514
Berchemol,Site3m,With_Water,0.04389663
Berchemol,Site3m,With_Water,0.03918713
Berchemol,Site3m,Without_Water,0.000175396
Berchemol,Site3m,Without_Water,0.044036575
Berchemol,Site3m,Without_Water,0.049583063
Berchemol,Site3m,Without_Water,0.0568166
Camostat,Site1,With_Water,0.000167479
Camostat,Site1,With_Water,0.091131404
Camostat,Site1,With_Water,0.1377444
Camostat,Site1,With_Water,0.04333147
Camostat,Site1,Without_Water,0
Camostat,Site1,Without_Water,0.2792197
Camostat,Site1,Without_Water,0.051966578
Camostat,Site1,Without_Water,0.21230483
Camostat,Site2,With_Water,0.000410238
Camostat,Site2,With_Water,0.32073456
Camostat,Site2,With_Water,0.22955072
Camostat,Site2,With_Water,0.22525758
Camostat,Site2,Without_Water,0
Camostat,Site2,Without_Water,0.2635579
Camostat,Site2,Without_Water,0.26474217
Camostat,Site2,Without_Water,0.23488092
Camostat,Site3d,With_Water,0.000236851
Camostat,Site3d,With_Water,0.24550892
Camostat,Site3d,With_Water,0.10534049
Camostat,Site3d,With_Water,0.21435675
Camostat,Site3d,Without_Water,0
Camostat,Site3d,Without_Water,0.2725477
Camostat,Site3d,Without_Water,0.2808394
Camostat,Site3d,Without_Water,0.310152
Camostat,Site3m,With_Water,0.000334958
Camostat,Site3m,With_Water,0.03245121
Camostat,Site3m,With_Water,0.008523352
Camostat,Site3m,With_Water,0.054057103
Camostat,Site3m,Without_Water,0.000236851
Camostat,Site3m,Without_Water,0.016254965
Camostat,Site3m,Without_Water,0.015173272
Camostat,Site3m,Without_Water,0.012311706
